n,seed,iteration,elapsed_seconds,best_so_far,active_components
40,3,1,27.1,497.0,69
40,3,2,55.4,497.0,131
40,3,3,97.5,497.0,181
40,3,4,138.3,497.0,228
40,3,5,177.0,497.0,174
40,3,6,217.6,497.0,223
40,3,7,260.3,497.0,224
40,3,8,303.4,497.0,177
40,3,9,343.9,443.47,174
40,3,10,386.1,443.47,184
40,3,11,428.5,443.47,179
40,3,12,470.5,443.47,186
40,3,13,513.3,443.47,189
40,3,14,553.7,443.47,180
40,3,15,595.4,443.47,182
40,3,16,636.8,443.47,179
40,3,17,677.2,443.47,182
40,3,18,718.4,443.47,182
40,3,19,761.2,443.47,205
40,3,20,802.8,443.47,170
40,3,21,843.2,443.47,168
40,3,22,884.0,443.47,213
40,3,23,928.9,443.47,234
40,3,24,969.3,443.47,181
40,3,25,1013.0,443.47,215
40,3,26,1056.9,443.47,230
40,3,27,1099.3,443.47,178
40,3,28,1140.8,443.47,176
40,3,29,1184.5,443.47,182
40,3,30,1226.5,443.47,169
40,3,31,1267.3,443.47,165
40,3,32,1309.7,443.47,188
40,3,33,1354.4,443.47,218
40,3,34,1395.2,443.47,180
40,3,35,1436.0,443.47,177
40,3,36,1476.7,443.47,170
40,3,37,1517.4,443.47,179
40,3,38,1560.4,443.47,221
40,3,39,1601.7,443.47,182
40,3,40,1642.6,443.47,184
40,3,41,1683.6,443.47,182
40,3,42,1724.0,443.47,177
40,3,43,1765.0,443.47,183
40,3,44,1805.0,443.47,188
50,1,1,60.3,546.22,87
50,1,2,122.9,535.99,166
50,1,3,214.9,535.99,223
50,1,4,306.1,535.99,237
50,1,5,391.1,535.99,228
50,1,6,474.6,535.99,233
50,1,7,554.7,535.99,226
50,1,8,649.6,535.99,235
50,1,9,748.2,535.99,216
50,1,10,853.4,535.99,225
50,1,11,948.9,529.67,227
50,1,12,1039.0,529.67,232
50,1,13,1125.0,529.67,236
50,1,14,1210.0,529.67,236
50,1,15,1309.3,529.67,232
50,1,16,1398.8,529.67,227
50,1,17,1489.6,529.67,222
50,1,18,1572.6,529.67,212
50,1,19,1657.4,529.67,218
50,1,20,1738.5,529.67,233
50,1,21,1820.3,529.67,228
50,2,1,57.8,658.01,87
50,2,2,121.0,598.61,167
50,2,3,200.9,593.57,231
50,2,4,284.5,593.57,228
50,2,5,372.1,585.62,226
50,2,6,454.8,585.62,237
50,2,7,538.8,585.62,231
50,2,8,630.5,585.62,221
50,2,9,709.7,585.62,223
50,2,10,796.7,576.5,228
50,2,11,884.4,576.5,230
50,2,12,976.3,576.5,229
50,2,13,1058.5,576.5,214
50,2,14,1150.3,576.5,236
50,2,15,1240.1,576.5,234
50,2,16,1320.3,576.5,215
50,2,17,1404.1,576.5,227
50,2,18,1486.3,576.5,229
50,2,19,1580.0,576.5,228
50,2,20,1660.1,576.5,222
50,2,21,1742.5,576.5,213
50,2,22,1839.8,576.5,216
50,3,1,58.4,539.27,87
50,3,2,128.5,524.06,163
50,3,3,211.1,524.06,233
50,3,4,294.4,524.06,277
50,3,5,384.4,524.06,230
50,3,6,467.9,524.06,232
50,3,7,564.7,524.06,220
50,3,8,647.6,524.06,220
50,3,9,727.4,524.06,229
50,3,10,819.4,521.08,234
50,3,11,914.3,521.08,233
50,3,12,1000.3,521.08,223
50,3,13,1083.9,521.08,223
50,3,14,1166.4,521.08,232
50,3,15,1252.8,521.08,225
50,3,16,1351.9,521.08,220
50,3,17,1443.5,521.08,229
50,3,18,1531.3,521.08,231
50,3,19,1613.3,521.08,235
50,3,20,1697.3,521.08,227
50,3,21,1785.7,521.08,224
50,3,22,1800.5,521.08,234
